formula,target
Be1P2,0.832738
Bi1Ga1In2S6,1.788822
Ni1O6Ta2,2.807796
Br3In1Mg1,2.077431
K3Ni2O4,1.289578
Ag1Ga1Te2,0.227571
Br4C1N2S3,1.279214
Co2Ge3Te3,0.464949
Ba2S4Sn1,1.919343
Cd3O5Si1,0.962026
Be2N2Sr1,1.865384
Cl2Mn1,3.902337
Cr3Se5Tl1,0.41685
Cr2H4K2Mg1O10,2.916392
K2O9Ti4,2.829864
Ga2O3,2.350805
Cl1Cu1La1O7Ta2,0.196053
As1K1O3,3.151337
F6Mn1Rb2,3.162171
Ga7Te10,0.865563
Na1Pb1,0.048692
I7Se1Ta3,0.55294
Na4S4Sn1,2.076056
H6Li2O6Pt1,2.665898
Ba1Ga1O7Sc1Zn3,2.92649
Co2Ge1O4,1.494842
Cs2Ge1Se3,1.603524
Ba1Li1P1,0.9440400000000002
O6Ru1Sr2,0.4576359999999999
Br2H12Mg1O6,4.331461
Ag1In1O2,0.154163
Ba2Se4Sn1,1.234772
I2Na4O1,2.22683
Ca2I1P1,1.65596
Li2O13Ti6,2.737531
Ag1Ca1P1,0.116559
As1F3,5.310582
F2N5P1S3,2.478503
Hg1K6S4,1.682395
I3Rh1Te6,0.879367
Ag2Br1N1O3,1.59643
La1P1S1,0.363269
F5Ru1,0.48485
O8Se1Te3,2.908672
C12F10Se1,2.755577
Ba1La2Mn1S5,1.284139
Au1Cs3Ge4,0.9304390000000002
Cr1F2O2,2.137321
O8Si1Sn6,1.79576
K2O11Sb4,1.882438
Ir1Na2O3,0.0
Br1Mn1Sb1Se2,1.209135
Cs4O3Zn1,2.026102
Bi1Cl3,3.345371
F4Pb1,1.528321
Cl4Ta1,1.109291
Cl4Mn1Rb2,3.391764
Cl1Cu1H1O1,1.212364
Ru1Sb2,0.020037
Hf1N2,1.153378
Fe3H6Na1O14S2,1.94908
Bi1O4V1,2.8128540000000006
Ca4D22Fe3Mg4,1.584477
Ba4Na1O12Sb3,1.539391
Br1Cu1Se3,1.006788
H6K2O6Pb1,2.065269
Cl7I1S1,1.666039
Ca1Ga2S4,2.54868
In1La3S6,1.124443
D3F6O4S1Sb1,2.885388
Br1La1O7Pb6,1.852023
Ge1O2,0.627923
Bi2Br1Lu1O4,1.282372
H1I1O1Pb1,2.769052
Cu1O4P1Tl1,1.078777
Fe1S4V2,0.0
Ca3N3V1,1.316416
Cr1I1K1O6,2.658821
Li1Nb1O3,2.312424
Al1Ca2Cl1F2H8O12S2,5.554661
Cr3S4,0.787185
Cu1O7Si2Sr2,1.467811
B12C2Mg1,2.14566
Li1P5,1.154129
Ag1F1Se1Sr1,1.0671210000000002
Ca2Fe1Mn1O5,0.509469
Ga1N3Sr3,0.555318
Cl7Cu2Rb3,0.332569
Bi2Br9Cs3,2.54677
Cd4Se6Si1,0.780584
Ga2O6Rb6,2.281011
Cs1H3N1P2,1.986512
Pt1Se1Si1,0.696497
B1F4H2N3S3,0.890754
Cu3Nb2O8,1.218414
Ca4O1P2,1.225062
Cl1O4P1Sn2,2.611125
Ag1Bi1P2Se6,1.199719
In1Sb1,0.0
As1Li1S2,0.605876
Br1Hg1,2.177314
Al1Ca1Li1N2,2.787939
C3Fe1O3S1,2.585066
C1Cl6N1Sb1,1.92837
B1Ba1S4Sb1,2.344615
Ag1F7Ir1,0.061293
Ba2Bi1Fe1S5,1.14343
Bi1K3O3,2.974165
C4Cl2N4Pt1Rb2,2.601603
Ag1Cs2S4Ta1,2.58846
C4Li1N6Rb1,4.403625
I2Sr1,3.799844
Ge1K2Te4,0.988073
Cu1Ni1S3Sb1,0.908991
C6Co1Cr1H18N12,3.824127
O7Sr2Ta2,2.885001
K2Nb5O15Y1,1.617918
Li5O9P2V1,0.0
Ga2La2O1S6Zn1,2.635314
Na6P4W1,1.282019
F3H2K1,1.623144
C4H1O4Rb1,2.625216
Ge1S3Tl2,1.523559
Ag5Ba2La1S6,1.465346
Cd2Nb2O7,1.946243
Lu1Mn1O3,0.0
O3Pb1V1,0.92786
Br3Cs1Cu1,0.222214
Al2Cl8Cu1,1.184987
Hf1Si1Te1,0.0
As2Co1O6,1.987183
Ag3B1O3,0.867748
Ca1Na2O12V4,2.862971
B1Fe1O4Pb1,2.404852
Be1K4P2,1.145547
Bi1Li1O4Pd2,0.410357
Mo1O6Sb2,1.257015
Cl1Mn1O3,2.570189
C1F2N1O2P1,5.903269
Ca1I2,3.755732
Au1I4K1,0.58897
Ba1Lu2Te4,0.7683299999999997
Br6K2Sn1,1.179956
Cl4N3Sb1,1.855932
Bi4Ce3Pd3,0.2885100000000005
N2O2S2Se1,1.678547
Ba1S3V1,0.2276450000000003
H2I2K2O10Se1,3.661219
Ag2O6Sb2,0.060251
As3Rb5Si1,0.347619
N1Na1O3,2.947996
Cs2Hg6S7,0.631299
O1S1Zr1,2.458973
F1O4P1V1,1.428986
F5Os1,0.686733
Cl4Hg3O1,1.436723
Cl6Na1Ta1,2.869485
Fe1Na3O8P2,2.195695
Cu1K2O7P2,1.130143
Ag1I5Tl3,1.031397
Ba1S3,1.383634
As2Sn2Sr1,0.0
Ge1I3Tl1,1.870718
Ca1Nb2O11P2,2.453778
B2Be1C2,0.2078699999999997
Bi1Cd1Cl1O2,2.892586
Ni3S8Ta2,0.483763
Au2Ca1O4,1.737274
H7La1Ni5,0.865332
Cu1Nb3O8,1.132029
Cu3K3Nb2S8,2.028401
Al2O5Ti1,2.767436
Mn1O6Sr2W1,1.668187
Cd1Lu2Se4,0.6241520000000003
Ba1Bi2O9Ta2,2.059873
Al1Br3N1S1,1.782602
Ag1I1O4,0.0
In1Lu3S6,1.10007
As2Cs2Sn1,0.765503
H4N1O7V3,1.4201899999999998
Ge1Se4Tl4,0.975529
Ca2Mn1O6Ta1,0.361211
H1Na1O1,1.909928
Pd1Sb1Sc1,0.2802
Bi4Ce3Pt3,0.3287279999999999
As2Zn3,0.168947
Cl1F6O2Sb1,2.04275
F5O1Sn2,1.783829
Ba1D8Mg2Os1,2.170978
Cu2Li2O6Te1,1.2981729999999998
C12Fe2N12Pt3,1.746416
Ga2Sr1Te4,0.457337
Ag1Ge2Na5S7,1.704363
Cl1K1,4.789833
N2O8Pb2Se1,2.438614
Bi6Co1O16S2,2.118129
Br3Cu1Rb2,2.4898290000000003
Cr3Cs2O10,2.078098
Ca3O7Ti2,2.331573
Cd2H4O4,1.668376
F1H1Na1O4P1Sn1,3.57494
I5K2N1O1Ru1,1.387537
Mn2O5Sr2,1.5449730000000002
Co3Se4,0.448928
Cu1Mn1O4V1,1.672315
Ba1Lu2S4,1.6424029999999998
Cl3K1Ni1,3.39159
Pb1S4Sc2,1.604577
K2Pd1Se2,0.781251
F2H3K3O8S2,0.612989
Fe1Li1O6Si2,2.699885
Ag2Fe1O8Rb1V2,1.761256
Fe1La1Na1O6W1,1.6400359999999994
F1Tl1,2.947715
Cd1Cs2I4,2.767878
Cd1Ga1In1S4,0.253425
Hg3I2Te2,1.33505
Ca1Se1,2.050394
Ag1Mg1O4V1,2.181213
As3In2K3,0.585011
Br2W1,2.530572
Cd1Cu2Sn1Te4,0.0
Ag2F14Zn1Zr2,0.291498
Ba1Nb2O11V2,2.10193
Cs2Pt1,1.323792
Ba2F1N1,1.053353
C4Hg1N4S4Zn1,2.540709
Br3Rh1,1.274089
Co2K4O5Rb2,1.626004
H1O3P1Tl1,3.433034
C2H6O4S1,6.094247
Cl3Cs1Cu2,2.552375
Ba2F1In1O3,2.163082
Ge1Rb1,0.807561
Ag3As1S3,1.134119
Cl6W1,1.70482
Ca1In2P2,0.479046
Li2O7Sr1Ta2,2.066903
Br2Ni1,2.470192
Lu1Pt1Sb1,0.0
F6Li1Mn1Ti1,0.114706
K1P1S5Ti1,1.190259
Cu7F2O18Te6,1.3232290000000004
Cl16Si6,4.724615
K2Mn1O7V2,2.450026
Cl6K3Mn1Na1,4.141984
Ag1Rb2S4V1,1.553317
O8Rb2V3,2.013363
F1N1O3Xe1,2.351013
Ag2Ba1Se4Sn1,0.085954
C4Mn1N1O5,2.337128
Bi2Mn1Te4,0.011479
Ag2C4Cu1K1N4,2.536634
K4P2Zn1,0.943204
C2Cu1K1N2,3.105498
Ge1Hg1Te4Tl2,0.061903
F6N1S2Sb1,2.63866
Na4S8Sn3,1.712652
F1Mg2N1,2.118959
P5Y1,0.116021
Li3N1,1.123353
F4Pt1,1.303547
Fe1Mo1O6Sr2,0.569786
Ag2As1S2,0.5023819999999999
Cr1F8H2Na2,1.715218
N2Zn3,0.747456
La5N1O2S4,1.437781
Na2O19Ti9,2.071283
K3O8Ta1,2.981913
Cl5Cs3Cu2,2.974661
C4Fe1H12O6S4,1.788931
Au3F8,0.567693
Cl2Cu1,0.679056
Cl7K1Mo2O2,0.987243
Cu1K1Na2O2,1.812718
F2Mg1,6.754574
F4K1Mn1,1.9385900000000005
Ag1Ca1Sb1,0.0
As1La1,0.0
Se2Sn1Tl2,0.664666
F6Sn2,2.623759
Cr1F4,1.61884
Co1P3,0.0
N2O2S3,1.529142
P3Rb2,0.737689
Cu2Fe1Ge1S4,0.816606
Bi2Cl8Hg3Te2,2.949577
Cl1O9Re1S2,2.367392
Bi1Cu2O6P1,1.112001
N1S1,1.938063
Cu3Fe4O12Y1,0.817407
O2Si1,4.011242
Cs3Cu2I5,2.788758
Cu1H12N4O8Re2,1.939094
Cs2Hg3I8,1.714347
Ge1P3Rb5,0.684114
Au1Ba4Na1O8,1.547656
K1Sb1,0.639956
Cu1O8P2Sr2,1.395016
As2Mg2Sr1,1.328418
Ce1O4Si1,1.750406
Co1F6Sn1,2.451274
Cu1Li2P1,0.0
La1S6Y3,1.07779
Lu1P1,0.0
C1I2O1Pt1,1.491382
As3Ba1,0.0
Cu1H4O4P2,1.367187
I6Pb1Tl4,2.317512
F5K2Pd1Rb1,2.314638
Cu3Sb1Se3,0.813552
Cl9In2Ta3,1.342507
Br3Cs1Fe1,2.959468
Cl1N1Ti1,0.499722
F12H8O4Pt1Sb2,1.964306
K2O7Zn6,1.55295
F5Pd2Rb1,0.367388
Sc2Se3,0.591712
K3Sb1Te3,1.733718
Bi2Cl8Te7,0.323713
O2Sr1Zn1,2.710402
Cu1F1Nb1O3,1.807553
Cl12Se2Zr1,2.871111
O11V6,0.45861
Br1O1Rb3,0.290651
P2Rh1,0.404681
Cd3Cl2O2,1.164174
Ba4C2Cu1Li1O10,0.865456
Nb2P2Rb2S11,1.113318
Ca1Co1O1S1,1.426977
Cs2H12O16Te3,1.659109
Br3Li6N1,2.258235
Cl3Na1,2.565877
Cs2Hg3S4,1.7151469999999998
Ba1Ca1Pb1,0.038092
Cl1O2Rb1,2.385091
I6Pt1Rb2,0.511036
O7Rb2W2,2.384342
Cu1H6O5Sr1,1.89508
Mn1S1,2.708115
F4H4O2Rb1V1,2.386536
Bi2O6W1,2.047545
I1Na1Ni1O6,1.632826
Bi1K1,0.23854
Ba5O14V5,0.8748559999999999
Ba5P4,0.896559
Ca1Cr2Cu3O12Sb2,1.37663
K2N4Ni1O12,3.016042
Cd1Cl3H3O1,3.527284
La1Nb2O7Rb1,1.780232
N5Ta3,0.0
Fe1K1Na2O3,2.667392
Cs2O8S4,2.36037
La1Na1Se2,2.123862
Ag1Cd2Ga1S4,1.015877
Br3Sb1,0.813971
Cd1Na1S3Sb1,1.019836
Cd1Mo1O6P1,1.557849
Rb2S1,1.958677
Cr1I3Rb1,1.345126
Ba2Ge2Se5,1.140038
Fe1Te2,0.08514
Bi3Cu1Pb1S6,0.853173
F1Sb1Sr1Zn1,0.126661
Cu2K1Se4V1,1.103897
K2S5Sn2,1.404362
I7Nb3Te1,0.508936
Cu1Li3O3,1.316004
Br8Ga2Pd1,1.603069
K2Pd3Se4,0.775383
Cr4H4K2O16Zn1,2.637654
Na2Pd1S2,0.959963
Ca1O4Pd3,0.0
Cu2Ge1Se4Zn1,0.0
F6Na2Pt1,2.762327
O6Pt1Sr4,2.229851
Cs1F5K2Pd1,2.282579
F1Fe1O3Te1,2.32477
Ba2Fe1S5Sb1,1.044903
In2O6Te1,0.918934
As1K3S4,2.004254
Ag2O2Pb1,1.12122
Ge1Ni2O4,2.1256270000000006
K4Ni3O6,0.5870500000000001
Au1Cu1Se4,0.038204
Ba1P3,1.348781
K1P1Se5Ti1,0.853634
O7Pb4Rb2,0.948746
Na1Pt2Se3,0.990765
Ca4O6Pt1,2.479102
Ge2Na1O6V1,2.028905
Bi1K3Se3,2.083889
Ni1O3Ti1,2.922058
H4Hg2O9P2,1.925094
K5Te3,0.0
C8Cr1H12N2O2S2,1.989884
K2Te1,2.116617
Ca2N2Zn1,0.674256
Cu1H8O12Re2,0.514157
As3Cl1O9Pb5,2.046636
S2Tc1,1.074528
K3P1Se4,1.670635
Fe1K2O4,1.746152
Ge2K1O9V3,1.552296
Ga1Mn1O5Sr2,0.202712
Cd1I4S8Sb6,1.439265
Bi2O5Sr2,2.2472060000000003
Cs3I5Mn1,3.312815
Br3In1K1,2.233557
Cl11Nb4Rb1,0.4406449999999999
Cu2K1Se4Ta1,1.798504
K1La1P2S6,2.739264
Fe1P1S3,0.565181
Ba1Co1Fe1O5Pb1,0.039992
D4K2Pd1,2.660711
Ba2Mn1S3,1.857771
Ba1Fe3O12P3,0.974428
Cs4P6,0.821953
Ca1Cd2P2,0.817623
Hg6O7Si2,1.226454
O8P2Sr1Ti1,2.518964
B3Bi1Cd4O10,2.211878
Ba1Cu1N1,0.055628
Lu2O7Sn2,2.569779
P1S3V1,2.35927
Ge3O9Sb2,2.825868
Al1Ba1D1Ge1,0.679141
Se4Si1Tl4,1.320043
Ca2Ge1O4,2.840906
Ca1O5Si1Ti1,2.790311
Cs1S2Sb1,1.760111
P1S1,2.18135
Ag1Au1Cl6Cs2,0.759537
Ca2O7Ta2,2.214242
Bi1O3Sc1,2.694142
C5I1O5Tc1,2.269845
B2Co1O4,2.639487
Na2O5Si1Ti1,2.895316
In2Sb6Sr5,0.061723
Cl1F4N1O1,1.631389
Ca1Mo1O4,3.104952
Co3Cr4O24P6,1.892839
As2Ca4O1,1.170625
Br1P7Sr2,2.0266180000000005
Ba1N6,3.79317
Ga1Li5O2,0.479454
Ge2Na4Te5,0.567367
Cu6La4Mn1S10,1.792603
In1P2S6Tl1,1.58152
O7P2Ti1,2.607227
As2Te3,0.310543
C6Cl8D6Fe3N6,1.4538719999999998
F3I1Sn2,2.311991
Pb1Se4Tl2Zr1,0.677356
Mn1Na2O2,1.353751
Cl2H4Mg1O8,5.491077
Ag1K2Se4V1,1.189953
Mo1Se2,1.252223
Al2Bi1Se4,2.267085
C6Cr1Cs2Li1N6,3.732562
C2I2O2Re1,0.577121
Cd1Cl1K4O15V5,2.358861
Mn1Nb2O6,2.658437
Cl7Mo1O1S1,0.768662
Te,0.253771
Ba5Cd2O2Sb4,0.0
Cr1F2,2.226737
Li1S2Sb1,1.066744
Cd2F1O4P1,2.350034
As2Ca1H6Mn1O10,2.711756
Ni1O10Te2V2,1.872495
As14Ba3,0.0
O4P1V1,1.847932
Cl1Hg3O4P1,2.34055
Br3Tc1,0.236283
Br11Nb4Rb1,0.289231
Cl2Nb1Se2,0.952176
Ag1Ba1F1Te1,1.521543
H2Li1N1Sr2,1.533039
La1S3Sc1,1.685744
Cl3Cs1Ni1,3.416749
Li7N4Nb1,3.357875
Ba1Co1K2N6O12,1.0637390000000002
Br3Nb1O1,1.825178
Ba6H1O1Rb2Sb5,0.843426
Cd4S6Si1,1.417882
Cl1F10Sb1,2.389224
K1N3,4.239607
Li4N2Na2,2.575193
S3Sc2,1.413891
Cu3O4V1,0.880404
Cd4Ge1S6,1.321152
Ge1Mg1N4Sr3,1.432531
C4H2O3Sn1,0.871452
Fe1O4V1,2.038266
H6O10V3,1.585752
Cl1In1Te1,1.613056
Bi1Br1Fe1S2,1.630324
Cu1Na5O2S1,2.046556
Au3Sb4Y3,0.5935969999999999
As1Bi1Mn1O5,2.58171
Cl6I2,1.67306
S1Zn1,2.853572
K2S3Ti1,1.002237
Cl1Cu1H3O3Zn1,2.007985
Ir1K3Li1O4,0.39761
P1Rb1Se3,1.187799
Cs3F9Fe2,3.591514
Cu1O4S1,1.262517
Al2Mn1O4,3.223252
I,0.960467
Cs2I6O18Zr1,3.319815
Cl1Cr1O3Rb1,2.797429
Ba1La2O5Pd1,2.465899
H3La1O10P3,0.305485
Rh2S3,0.293901
Na2O7Ti3,2.808639
Cr2Cu5O18P4,0.119744
O6Pb3W1,2.171693
Ba3Bi1N1,0.6760039999999998
N2W1,1.05008
Ba3Bi1Na1O6,1.751211
Cl5K2Mo1O1,0.90871
Cu2K1S4V1,1.422618
B2Cd1H8,3.707475
Hg1O2Sr1,2.256
Ca1Cr1O3,0.5117780000000001
F1H1Mg1O1,4.753019
Ag2O2,0.087616
B1Cr1O3,2.098716
O3Rb1,0.0
C4Fe1Hg1N4S4,1.809001
Hg1Se4Si1Tl2,0.923549
Fe3H6K1O14S2,1.947413
Ba1D8Fe1Mg2,1.513185
Ga2Ge1S6Sn1,1.163754
K3P5Ru1Se10,0.8719
Ba1Fe2O14P4,2.559193
As4Sr3,0.5994
Ba1O6V2,2.781037
Br2C4Cs2N4Pt1,2.277746
C3H8N2O1,4.149455
Ba2Ge1Se2Te2,0.749055
Ba2Ga1Ge1N1,0.0
Cl1Hg2O1,1.643306
C4H7O8V1,1.743217
Co1H4N2O8,2.648375
Cs1D1O1,3.621372
Ba2O6Te1Zn1,0.594777
Ag3Cl1Cr1O4,1.223936
Br3Mn1Rb1,3.581077
Cu6Fe1S8Sn2,0.0
Cl3Cu1Tl1,0.4111180000000001
H6Li4Os1,2.791859
F14K5Ti3,0.029266
B1P1,1.235905
Ge1O3Zn1,2.577722
Au2O3,0.889209
As2Fe1Li1O7,2.630749
Br1Cs1,4.393686
F6W1,4.845142
Br5Pb1Tl3,2.901028
Ge3N4,1.890702
D1N1O4Se1,2.54039
B6Ca1,0.0
Cs2Ge3O9Sn1,2.503902
Co2Pd1Se12Ta4,0.0
Ca3Cl3P1,1.82771
Fe1Nb1O4,2.250564
Cd1Cu2Ge1Te4,0.0
O3Xe1,1.346198
Ag1O4P1Zn1,1.906214
Fe1Mo1O7V1,2.252902
Cl10Cs3O1Re2,0.0
Cl3S8Sb1,2.762808
Cl10K4O1W2,0.795217
K3Sb1,0.63953
I6O18Rb2Zr1,3.2783050000000005
Ba2Ca1O6W1,2.761506
Ag6O8S1Si1,0.020501
Li1N1O3,2.985228
Ca2In1O6Os1,0.1340859999999999
Br2C4O4W1,1.806729
Mo1Ni1O6Sr2,1.900724
Ba6Ni5O15,1.2731599999999998
As3Ba2Cd2,0.0
Mn1O7Si2Sr2,2.958444
As1F5N4S4,1.72391
Co2O7Sb2,0.694005
K3Sb1Se4,1.363955
Mn1O3Sn1,1.215488
H6N4O4Pd1,2.185706
O3Ru1Sr1,0.0
As1Li1Se2,0.45603
Bi2Br7Rb1,2.831357
As1F5,4.551216
Ca1O2,2.730633
Bi1F6Rb1,2.749655
Mn5O8V1,0.648371
C3Fe1N1O4Tl1,2.604208
In1K1S2,2.044821
Ga2O4Pb1,3.292011
Au1Cs1I4O12,2.195937
Co1Li2O4Si1,2.930668
Cs2O2Pb1,1.837288
Cl2Ru1Te8,0.0
I1Mo1O6Rb1,2.237505
H8K2N4Zn1,2.158432
Au1Br4Rb1,1.511983
F1K1,6.103375
Ag1Bi2Cl1S3,0.796627
In1Li1Mo2O8,2.58675
Hf1I1N1,0.983919
Ag1Hg1I1S1,1.140222
F6I1Sb1Se6,1.464182
B2S4Sr1,2.8973179999999994
B2Se7Tl2,1.250415
O4Tl3V1,2.426454
Cu1F4Sr1,2.622551
Fe1H6Mg2,3.016096
Cl1Cu1P4Se3,1.702772
Cu1Nb1O3,1.331341
Br4Os1,0.068756
Ag3S3Sb1,0.929681
Ge1Mn1O4Zn1,1.597849
Cl1Fe1N3O3,0.731232
B2S6Sr3,2.302626
Br3Hg2Te1,1.849062
Mg1O5Te2,2.317857
I6Si2,2.848816
I5Ta1,1.116297
Cs1Cu1La2Se4,1.25264
As2Ca1Mg2,1.239718
Au1C2N2Rb1S2,2.650401
C1Co1O3,2.37563
Bi1F7Kr1,2.360847
F1Sb1Se2Sr1,0.180735
Na2O4Pd3,0.391848
B1K3P2,1.665719
Cr1Cs2F10H4,1.65759
Cl6H8N2Pt1,1.717215
Bi1P2Se6Tl1,1.463705
Ag2O2Pd1,0.027888
Ga2Ge4O14Pb3,2.150192
Na4Se4Sn1,1.464584
Ba2Se4Si1,2.233674
Ba2Ge1S4,2.2182760000000004
O7P2Pd2,0.811303
I2Zn1,2.474774
Ag1K1Se1,0.473079
Cu1O6Sr2W1,0.795474
Cd1K2S4Sn1,1.455516
Ca1O4Rh2,0.931884
In1Na1O2,1.954115
Au2O8Sr5,1.361571
Na1P1S3,1.9986
Ag3K3Nb2S8,1.953632
Cs2Hg1I4,1.966683
Ca1Cu1P1,0.11458
Cd1Cu2Ge1Se4,0.019902
C3K1Mn1N3,1.394845
I2Pd1,0.815784
P4Se4,2.111469
K1Mo3O14P2,0.44019
Ag1S1Tl1,0.0
Na3O2Tl1,1.905372
Ag1La3Se7Si1,1.664837
Be1Ga1La3S7,1.146254
Cs1Cu5S3,0.629963
Ba1F6Pb1,2.856244
Cl6Cs1Sb1,1.951332
Hg2I4,0.943026
B2Li2S5,2.346836
Ag1Au1Cl4,0.846528
La3Lu1Se6,0.450149
As2Pt1Rb2,0.087962
Cr2Mg1O4,2.643869
Br2Cu1H8O4,1.446663
F6Li2Pt1,2.53976
Ca1Mg2Sb2,0.775277
Ca4N4Ti1,1.534998
N6Na3O12Rh1,2.566408
Br5C1La3,2.161763
Bi1Co1Zr1,0.9868500000000004
H3I3N2,0.676823
C4H6N2S2Sn1,3.864723
Cl4Ga2,3.654543
Au1K2P1,0.927868
Al3Bi5Cl12,1.820948
F8Fe3H4O2,1.066384
Cd3O6Te1,0.498645
Au1Br4K1,1.019072
Ba2Fe1O4,0.8606209999999999
Ag2Ba1S2,0.8669199999999999
Cu1Lu1Se3Sr1,1.256345
Mn1O5Se2,2.800508
La4O7Pd1,0.31254
Cd1H4K2O10Se2,2.978206
Ge2La3O14Sb1Zn3,3.167747
Cs1H1O2S1,3.980562
P3Sr1,0.0
Cl3Rh1Te6,1.03154
Cu2Se3Si1,0.585915
As3Ir1,0.107833
Br3Cs1Hg1,1.753546
Ge1O4Rb4,2.415222
S1Sr1,2.47816
As2B1K3,1.295127
Li4Se4Sn1,1.591475
Cs2Ni1P2S6,2.172786
Cl1N3O2S3,2.211506
Cu2K1Nb1Se4,1.514873
Bi1Li1O2,1.994162
Ag1Cu1F3,1.312536
H4N6O1S4,2.259232
Se4Sr1Y2,1.4123040000000002
C2K2,3.262129
Cl6H8N2Re1,0.97917
O5P1V1,1.770671
I10Ni1Y6,0.304978
Br4K1Tl1,1.579062
Cl12Re2S1,0.848223
Mo1O12Se3Y2,2.671059
Nb2O5,2.416789
Li2O2,1.615225
Cl10P1Ta1,2.413531
Ca3In1P3,1.036323
Cl13Li1Mo6,2.466833
Na1O8Sb5,2.67805
In2Mn2O7,1.213688
Cs1La1Te3Zn1,1.662541
Ba2Ca1O6Pd3,1.393141
Fe2Mg1O4,1.347576
Cu5Na8O10,0.0
Ca2H6Ru1,2.489138
B4Bi1H3O9,4.215085
I3O9Tl1,1.966192
Cr2Mo3O12,1.246849
Cs2Pt1Sb2,0.7555
K3Ni1O2,0.847334
Cs1F6Fe2,1.147554
Ba4Mn3O10,1.033327
Ga1Se2Tl1,0.539855
Al1D4Li1,4.235876
Ga3H6Na1O14Se2,2.825666
As6Cs7In3,0.230252
Cu2Se4Sn1Zn1,0.084695
F1S1Y1,1.301894
B1Na1S2,2.462787
Cl16Ga4Hg11P4,1.601417
Cd2O4Si1,1.454306
H2O1,0.0
C4Cu1H4Na2O10,1.86563
Cd1Ge1P2,0.584094
H12Li1N4Te1,1.478159
H12Mn2N4O8Zn1,1.445711
Ag2Al2Bi2Cl8S3,1.832409
As3K5Sn1,0.516517
C3F1La2Na1O9,3.520027
Hg1N6,2.332621
Cd2Na4O10Si3,2.80385
Ba1S4Y2,1.754269
F1O6S1Tc1,2.958787
Nb2O6Sr1,2.957858
Al2Cd1Te4,1.590846
Hf1S3Sr1,1.46941
H1N1S3,2.696228
As2Co1,0.101692
Ga2Se3,1.015566
Br4S9V4,0.590896
Na1P1Pd1S4,1.124518
Au1C2Li1,1.380599
Mo1O3,1.756304
Ga1I3,2.302426
K1Sb1Sn1,0.234987
Cu1Ga1O2,0.97665
Ba4Hf3S10,0.6653549999999999
As3Hf1Na5,0.898599
Cs3H5Mg1,2.47667
Au1K1P2S7,1.590255
B6C1Li1,1.396567
Ga1In1Se2,0.0
B1Rb1S2,2.807025
Rb2Se4Te1,0.861527
Ag2O3,0.398582
Ag1F6Ti1,0.172653
Ag2Cs1I3,2.260207
B2Cu1O6Sr2,1.508966
Cu1Ge1S7Y3,1.809734
Ag3As1O4,0.0
H2N1O4Se1,1.331297
F4Mg1Sr1,6.693304
Cs1Si1Te3,1.14289
Li1Ni1O4P1,3.324727
I2Mo1,1.696766
Cu5Li2O14Si4,1.634827
Lu1O4V1,3.000325
H2Hg1I3K1O1,1.68272
Cu3Nb1Te4,1.049952
Na3O5Os1,0.142312
Br2Mo2S1,0.998991
Ba2Bi1O6Ru1,0.0
Ge1K3Se3,1.790133
C4H6O7Sr1,2.846879
C2O4Pb1,2.697664
Cl4K1Tl1,1.98328
Li1O2Tl1,0.428405
Cl11N1Re2S2,0.569089
Na2O4Te1,1.832447
Ga2I8Pd1,1.412677
Cl4H2Hg1K2O1,2.744065
Cl4N1V1,1.68655
As1Cu1H1O5Zn1,1.93333
Bi1O6P1Zn2,3.230081
As1Co1S1,0.839049
C3Cr1H9O3P3,3.124082
Ag1F11Pd1Zr2,0.551833
Ba3S8Ta2,0.652256
I1Na1O4,1.824693
Hg2O7P2,1.471578
O3Si1Sr1,2.478925
Cl8Hg2Pd1Rb2,1.8066
As1Na2Te2,1.052418
Bi1Co1O3,1.5482690000000003
P1Se3Sn1,1.229564
Cd1H2I3O1Rb1,2.558649
Au1Cl7Se1,1.341639
Co1Mo1O6Te1,2.174252
As4Ge1Te7,0.384028
Cr2Cu1O4,0.418553
Cd1In2Se4,0.030175
Ag4K2Se3,0.0
K2N4O8Pd1,2.107504
Au3Rb1Se2,1.837233
B1Cl1N2Sr2,2.757595
F5O4Tc1Xe1,2.039202
As2Ir1,0.828495
Cu1Mo2O8Y1,2.035919
C6Cd2N6Ru1,2.651535
K2N6Ni1O12Sr1,2.153146
Cd1P2Si1,1.36233
Cd4Ge1Se6,0.707323
As1S2Tl1,1.535117
Hf1Se2,0.377393
Ba1Mn1O4Rb1,1.689045
Na1O3Sb1,1.47683
Cu2H4Na2O13Si4,2.039394
Cl5N1S1W1,0.924272
Ca3Na1O6Ru1,0.402799
Li4Mo1O5,2.508937
Ge1K1,0.807348
Ba2Ga1Te5Y1,0.426338
K2O26Pd1S8,1.669857
La2O7Zr2,0.0
C4Fe1H7O8,1.491102
Br1F5O3Te1,2.750096
C4O4Rb2,2.687513
Cs2Mo2O11,2.188641
K1N1O2,2.468901
Ge1K1N1O1,2.600819
Ag1As1Ba1,0.0
C1Ge1H3N1O1,4.840046
Ca1Fe3O12Ti4,1.428802
Cs1Ge1S5Ta1,0.963119
Ba2Br1P7,1.6005020000000003
O2V1,0.773545
B6O12Se1Zn4,5.018351
N9Sb1,2.233109
K2Ni3S4,1.394115
Fe1Rb1S2,1.403894
Ba2O4Pb1,1.11556
C2N2S9,2.409827
Cu1K1S1,2.303984
Fe1N1,0.608463
Be1La3S7Sb1,1.504866
B1F4N1O2,2.999151
In1O4P1,2.155903
